Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Year,Month,Day,Weekday,Order_Hour,Pickup_Hour
zgyz711919671,26,4.8,11.003669,76.976494,11.063669,77.036494,Cloudy,Jam,scooter ,Metropolitian ,165,Snacks,2022,3,11,4,21.0,21
sfyk593156965,28,4.7,10.027364,76.308258,10.047364,76.328258,Cloudy,High,scooter ,Urban ,100,Sports,2022,2,11,4,11.0,12
kxkv116543748,32,4.8,18.56245,73.916619,18.67245,74.026619,Fog,Jam,motorcycle ,Urban ,260,Home,2022,3,31,3,21.0,21
vhts256061375,38,4.8,0.0,0.0,0.08,0.08,Sandstorms,Low,scooter ,Urban ,100,Home,2022,3,12,5,22.0,22
bwyc103358489,25,4.3,26.902908,75.792934,26.962908,75.852934,Stormy,Low,motorcycle ,Metropolitian ,135,Outdoors,2022,3,19,5,23.0,23
ypgc999910529,36,4.8,18.520016,73.830547,18.540016,73.850547,Sandstorms,Low,motorcycle ,Urban ,140,Outdoors,2022,3,19,5,9.0,9
zzbm561169156,25,4.6,26.90519,75.810753,26.93519,75.840753,Stormy,Low,motorcycle ,Metropolitian ,70,Home,2022,3,5,5,22.0,22
moop435046970,22,4.7,12.337978,76.616792,12.397978,76.676792,Sunny,Jam,motorcycle ,Metropolitian ,80,Apparel,2022,4,1,4,19.0,20
vwrx584319165,25,4.7,21.186884,72.793616,21.246884,72.853616,Stormy,Medium,scooter ,Metropolitian ,120,Kitchen,2022,3,24,3,17.0,18
kygd659183988,33,4.8,22.722634,75.886959,22.742634,75.906959,Sunny,Low,scooter ,Urban ,75,Kitchen,2022,3,5,5,8.0,8
iyxf969737076,25,4.9,22.515082,88.36783,22.595082,88.44783,Cloudy,Jam,van,Metropolitian ,155,Shoes,2022,2,18,4,21.0,22
uhln936004605,24,4.8,18.994049,72.825203,19.104049,72.935203,Windy,Medium,motorcycle ,Metropolitian ,190,Toys,2022,3,27,6,18.0,18
ztas298689361,35,4.8,12.978453,77.643685,13.008453,77.673685,Fog,Low,motorcycle ,Metropolitian ,105,Cosmetics,2022,3,24,3,22.0,22
rasg240815520,36,4.7,18.53408,73.89852,18.62408,73.98852,Sandstorms,Low,motorcycle ,Metropolitian ,120,Sports,2022,3,16,2,23.0,23
hxcj438280074,34,4.7,22.745536,75.893106,22.835536,75.983106,Sandstorms,Jam,scooter ,Metropolitian ,125,Apparel,2022,3,12,5,21.0,22
viip953464917,24,4.8,12.975996,80.221898,13.035996,80.281898,Fog,Jam,scooter ,Metropolitian ,115,Shoes,2022,3,9,2,22.0,22
owaw629231637,20,4.8,11.016298,76.972076,11.056298,77.012076,Cloudy,Medium,scooter ,Urban ,70,Cosmetics,2022,3,17,3,16.0,16
ohnk842306314,21,4.7,10.96185,76.971082,11.02185,77.031082,Windy,Low,motorcycle ,Metropolitian ,65,Home,2022,3,5,5,22.0,22
wpnt012569507,39,5.0,22.75004,75.902847,22.82004,75.972847,Sunny,Medium,scooter ,Urban ,140,Shoes,2022,3,12,5,18.0,18
kzmn751111311,29,4.4,18.55144,73.804855,18.68144,73.934855,Stormy,Jam,motorcycle ,Metropolitian ,195,Outdoors,2022,3,23,2,20.0,20
yemf269513613,20,4.9,12.975377,77.696664,13.015377,77.736664,Sunny,Medium,motorcycle ,Other,55,Home,2022,3,11,4,16.0,16
apzf268855470,39,4.4,26.846156,75.8023,26.896156,75.8523,Fog,Jam,motorcycle ,Metropolitian ,180,Sports,2022,4,1,4,21.0,21
aaue857229941,33,4.9,10.003064,76.307589,10.043064,76.347589,Cloudy,Medium,scooter ,Urban ,75,Sports,2022,2,17,3,16.0,16
cpvy108623461,39,4.8,0.0,0.0,0.01,0.01,Fog,Low,motorcycle ,Metropolitian ,85,Cosmetics,2022,3,21,0,9.0,10
povc148615068,30,3.9,27.163303,78.057044,27.233303,78.127044,Sandstorms,Jam,motorcycle ,Metropolitian ,175,Pet Supplies,2022,2,16,2,19.0,19
dzti560800564,30,4.7,12.981615,80.231598,13.021615,80.271598,Sandstorms,High,scooter ,Metropolitian ,125,Sports,2022,3,11,4,15.0,15
miev481093847,31,5.0,21.149569,72.772697,21.169569,72.792697,Stormy,Low,motorcycle ,Metropolitian ,110,Books,2022,4,5,1,8.0,9
eopu707752518,25,5.0,18.592718,73.773572,18.702718,73.883572,Sandstorms,Low,motorcycle ,Metropolitian ,120,Home,2022,3,31,3,22.0,23
hora223140161,24,4.0,19.254567,72.848923,19.304567,72.898923,Windy,Jam,motorcycle ,Metropolitian ,165,Pet Supplies,2022,3,28,0,20.0,20
rzzs734858630,34,4.6,22.744648,75.894377,22.764648,75.914377,Stormy,Low,motorcycle ,Metropolitian ,21,Grocery,2022,3,1,1,8.0,8
rzvx090175954,31,4.9,18.927584,72.832585,18.987584,72.892585,Cloudy,Jam,motorcycle ,Metropolitian ,150,Shoes,2022,3,19,5,21.0,22
mtsb760779167,20,4.7,12.323994,76.626167,12.453994,76.756167,Fog,Low,motorcycle ,Metropolitian ,145,Snacks,2022,3,20,6,23.0,23
lwgm456487491,25,5.0,26.905287,75.794592,26.945287,75.834592,Cloudy,Medium,scooter ,Urban ,85,Toys,2022,3,13,6,15.0,15
gdxp998549423,27,4.8,18.593481,73.785901,18.643481,73.835901,Cloudy,Low,motorcycle ,Urban ,12,Grocery,2022,4,3,6,0.0,0
ombk549861501,25,4.6,18.563934,73.915367,18.653934,74.005367,Fog,Jam,van,Metropolitian ,205,Cosmetics,2022,3,20,6,21.0,22
jeym042084373,29,4.5,11.003681,76.975525,11.073681,77.045525,Fog,Jam,motorcycle ,Metropolitian ,235,Books,2022,3,4,4,21.0,22
idbl247131791,27,4.8,11.02091,76.940432,11.10091,77.020432,Sandstorms,Jam,van,Metropolitian ,135,Outdoors,2022,3,18,4,21.0,21
krvs474309868,21,4.9,13.064181,80.236442,13.134181,80.306442,Sandstorms,Low,scooter ,Other,95,Skincare,2022,3,16,2,23.0,23
lzsr764573225,22,5.0,23.351058,85.325731,23.401058,85.375731,Cloudy,Jam,motorcycle ,Metropolitian ,120,Pet Supplies,2022,3,24,3,21.0,22
qfgm875797943,21,4.8,17.433809,78.386744,17.493809,78.446744,Fog,Jam,motorcycle ,Metropolitian ,100,Sports,2022,3,15,1,21.0,21
neax526556311,25,4.9,12.321214,76.621094,12.351214,76.651094,Fog,Low,motorcycle ,Metropolitian ,120,Apparel,2022,3,21,0,0.0,0
gkxh849008595,23,4.4,12.352058,76.60665,12.372058,76.62665,Stormy,Low,motorcycle ,Metropolitian ,100,Skincare,2022,3,1,1,9.0,9
xbso632144043,34,4.8,22.722634,75.886959,22.752634,75.916959,Sunny,Jam,scooter ,Urban ,80,Jewelry,2022,3,5,5,20.0,20
hgtv139536079,39,5.0,12.311072,76.654878,12.381072,76.724878,Fog,Medium,motorcycle ,Metropolitian ,175,Apparel,2022,3,18,4,17.0,17
vgsz098282413,25,4.9,12.949934,77.699386,13.059934,77.809386,Fog,Medium,motorcycle ,Metropolitian ,185,Clothing,2022,3,10,3,18.0,19
stzy782308367,23,4.8,18.516216,73.842527,18.526216,73.852527,Sunny,High,scooter ,Urban ,70,Home,2022,3,11,4,11.0,11
hfli154321061,30,4.7,22.751857,75.866699,22.761857,75.876699,Stormy,Low,motorcycle ,Metropolitian ,100,Jewelry,2022,3,11,4,10.0,11
buyn278341025,39,4.8,13.029198,77.570997,13.049198,77.590997,Stormy,High,motorcycle ,Urban ,165,Books,2022,3,24,3,11.0,11
ahpf256354707,25,4.9,12.935662,77.61413,12.955662,77.63413,Fog,High,scooter ,Metropolitian ,115,Toys,2022,3,26,5,11.0,11
pczi993699532,21,4.6,26.482419,80.320939,26.592419,80.430939,Windy,Jam,motorcycle ,Urban ,130,Snacks,2022,2,18,4,19.0,19
wkxh637100188,36,4.2,23.214294,77.435361,23.294294,77.515361,Sandstorms,Jam,motorcycle ,Metropolitian ,205,Outdoors,2022,2,14,0,19.0,19
umyw421382914,21,5.0,17.431668,78.408321,17.511668,78.488321,Fog,Low,scooter ,Urban ,120,Cosmetics,2022,3,18,4,23.0,23
eeyq938513303,27,2.8,18.56245,73.916619,18.64245,73.996619,Sunny,Low,motorcycle ,Metropolitian ,170,Electronics,2022,3,23,2,23.0,0
relk781261161,32,4.9,26.766536,75.837333,26.806536,75.877333,Windy,High,van,Metropolitian ,155,Apparel,2022,3,13,6,12.0,12
tqdk645313846,22,4.8,22.311844,73.165081,22.421844,73.275081,Fog,Medium,scooter ,Urban ,165,Clothing,2022,3,25,4,17.0,17
bxzv316833878,36,4.3,17.411028,78.329645,17.501028,78.419645,Stormy,Medium,scooter ,Metropolitian ,185,Cosmetics,2022,3,20,6,17.0,17
pwrt652521669,22,4.6,12.972161,77.596014,12.992161,77.616014,Fog,High,motorcycle ,Metropolitian ,145,Outdoors,2022,3,15,1,11.0,11
larw850603758,39,4.6,-15.157944,73.950889,15.177944,73.970889,Fog,High,motorcycle ,Urban ,160,Snacks,2022,2,13,6,11.0,11
cibt545867906,36,4.7,22.732225,75.874765,22.822225,75.964765,Windy,Low,motorcycle ,Metropolitian ,130,Snacks,2022,3,29,1,23.0,0
fcmz411966617,31,4.8,26.911927,75.797282,27.051927,75.937282,Fog,Low,scooter ,Metropolitian ,130,Snacks,2022,3,23,2,23.0,0
jgzm785668057,39,4.2,30.893234,75.82172,30.973234,75.90172,Cloudy,Jam,scooter ,Metropolitian ,180,Shoes,2022,2,12,5,19.0,19
apup723767488,20,4.6,12.323978,76.627961,12.343978,76.647961,Sunny,Low,motorcycle ,Metropolitian ,80,Apparel,2022,3,17,3,9.0,9
hdcm643200620,34,4.8,17.455894,78.375467,17.465894,78.385467,Sunny,Low,scooter ,Metropolitian ,55,Outdoors,2022,3,19,5,10.0,10
vtom448747851,39,4.6,18.530963,73.828972,18.570963,73.868972,Sunny,High,motorcycle ,Metropolitian ,145,Pet Supplies,2022,3,7,0,13.0,13
esdu185818278,28,4.6,26.90294,75.793007,26.97294,75.863007,Windy,Low,scooter ,Metropolitian ,90,Home,2022,3,20,6,23.0,23
iwqy074823808,21,4.7,12.934179,77.615797,12.954179,77.635797,Fog,High,motorcycle ,Metropolitian ,115,Sports,2022,3,1,1,11.0,11
ruhc715657979,38,4.6,22.31279,73.170283,22.35279,73.210283,Fog,High,scooter ,Metropolitian ,27,Grocery,2022,3,13,6,12.0,12
jdre071498808,35,3.6,11.008638,76.984311,11.118638,77.094311,Stormy,Jam,motorcycle ,Other,35,Grocery,2022,3,31,3,19.0,19
oeqr479215040,32,4.9,12.970324,77.645748,13.100324,77.775748,Fog,Jam,motorcycle ,Metropolitian ,205,Kitchen,2022,4,2,5,19.0,20
ochl636926862,27,4.7,11.003669,76.976494,11.013669,76.986494,Fog,High,motorcycle ,Urban ,140,Clothing,2022,4,5,1,11.0,12
hqzs616290465,34,3.4,12.284747,76.625861,12.394747,76.735861,Sunny,Low,motorcycle ,Metropolitian ,160,Shoes,2022,3,18,4,23.0,23
wfse656197131,39,4.8,0.0,0.0,0.09,0.09,Sandstorms,Low,van,Metropolitian ,135,Apparel,2022,2,12,5,23.0,23
awwt871900074,32,4.8,11.022477,76.995667,11.152477,77.125667,Stormy,Low,motorcycle ,Metropolitian ,95,Pet Supplies,2022,3,23,2,23.0,23
ktng095221503,23,4.5,17.450851,78.379347,17.530851,78.459347,Windy,Medium,motorcycle ,Metropolitian ,135,Books,2022,3,12,5,18.0,19
vzji334069939,36,5.0,12.326356,76.619103,12.356356,76.649103,Stormy,Low,motorcycle ,Urban ,100,Snacks,2022,3,28,0,23.0,23
hdyn181262461,38,4.6,12.284747,76.625861,12.374747,76.715861,Cloudy,Medium,motorcycle ,Metropolitian ,190,Books,2022,3,2,2,17.0,17
ilcl754826800,27,5.0,21.160437,72.774209,21.220437,72.834209,Windy,Jam,motorcycle ,Metropolitian ,155,Clothing,2022,3,11,4,20.0,20
zjsp404523279,32,4.9,27.201725,78.007553,27.261725,78.067553,Stormy,Low,scooter ,Metropolitian ,115,Snacks,2022,2,15,1,22.0,22
enrr982194507,25,4.8,26.911378,75.789034,26.991378,75.869034,Windy,Medium,scooter ,Metropolitian ,105,Kitchen,2022,3,6,6,18.0,18
uvgo889721920,31,4.7,15.546594,73.760431,15.586594,73.800431,Sunny,Medium,scooter ,Urban ,75,Home,2022,2,15,1,15.0,15
uemv225197500,26,4.9,11.001852,76.976268,11.011852,76.986268,Fog,Low,scooter ,Metropolitian ,70,Cosmetics,2022,3,5,5,9.0,9
thos593148968,20,4.6,0.0,0.0,0.07,0.07,Sunny,Medium,van,Metropolitian ,85,Books,2022,2,16,2,19.0,19
oyjp237476287,37,4.6,18.539299,73.897902,18.549299,73.907902,Stormy,Low,motorcycle ,Urban ,24,Grocery,2022,3,3,3,8.0,8
fcti318222601,20,4.9,21.183434,72.814492,21.233434,72.864492,Sandstorms,Jam,scooter ,Metropolitian ,145,Skincare,2022,4,3,6,19.0,20
tarw286844876,26,4.5,21.186884,72.793616,21.226884,72.833616,Sandstorms,High,motorcycle ,Other,95,Pet Supplies,2022,4,3,6,14.0,15
kkie095373083,34,4.7,0.0,0.0,0.11,0.11,Cloudy,Jam,motorcycle ,Semi-Urban ,260,Sports,2022,3,4,4,20.0,21
yhoy762697612,33,4.7,18.927584,72.832585,19.037584,72.942585,Sandstorms,Low,scooter ,Metropolitian ,140,Apparel,2022,3,10,3,23.0,0
dudq120301860,39,4.1,17.431668,78.408321,17.441668,78.418321,Windy,High,scooter ,Metropolitian ,170,Electronics,2022,3,19,5,11.0,12
xoch537075322,39,4.6,19.879631,75.323403,19.919631,75.363403,Windy,High,motorcycle ,Metropolitian ,165,Cosmetics,2022,2,13,6,14.0,14
cgwr687847648,23,4.7,23.333017,85.3172,23.393017,85.3772,Sandstorms,Medium,motorcycle ,Metropolitian ,125,Toys,2022,3,13,6,17.0,17
tjcn534915328,33,4.0,15.303897,73.914336,15.353897,73.964336,Stormy,Medium,motorcycle ,Metropolitian ,170,Apparel,2022,2,17,3,17.0,17
cziy522597711,28,4.8,12.337928,76.617889,12.427928,76.707889,Cloudy,Jam,motorcycle ,Metropolitian ,31,Grocery,2022,3,31,3,21.0,22
moij714569022,39,4.8,26.88842,75.800689,26.95842,75.870689,Windy,Low,motorcycle ,Metropolitian ,145,Pet Supplies,2022,3,4,4,0.0,0
cdbw832081924,35,4.8,26.956431,75.776649,27.016431,75.836649,Sandstorms,Jam,scooter ,Metropolitian ,145,Home,2022,3,24,3,21.0,21
cfkm786634869,38,5.0,13.005801,80.250744,13.095801,80.340744,Windy,Jam,motorcycle ,Metropolitian ,205,Cosmetics,2022,3,16,2,19.0,19
nvkk717413979,22,4.7,19.874733,75.353942,19.884733,75.363942,Sandstorms,Low,motorcycle ,Metropolitian ,50,Toys,2022,2,17,3,8.0,8
elhz361948718,39,4.9,22.760072,75.892574,22.850072,75.982574,Sunny,Jam,van,Urban ,140,Outdoors,2022,3,12,5,19.0,19
cwyh352350597,27,4.9,21.183434,72.814492,21.233434,72.864492,Cloudy,Jam,motorcycle ,Metropolitian ,100,Pet Supplies,2022,3,26,5,19.0,20
hwap363270412,32,4.7,21.183434,72.814492,21.223434,72.854492,Sunny,High,motorcycle ,Urban ,18,Grocery,2022,3,1,1,15.0,15
daac023101166,30,4.5,22.745536,75.893106,22.795536,75.943106,Sandstorms,Low,motorcycle ,Metropolitian ,140,Sports,2022,3,13,6,23.0,23
lces436819360,27,4.8,26.911927,75.797282,26.971927,75.857282,Sunny,Low,motorcycle ,Urban ,50,Sports,2022,3,21,0,23.0,23
egjo353676399,23,4.6,18.53408,73.89852,18.60408,73.96852,Stormy,Low,motorcycle ,Urban ,75,Electronics,2022,3,8,1,23.0,23
pqll662712285,37,4.9,12.978453,77.643685,13.068453,77.733685,Sunny,Low,scooter ,Metropolitian ,135,Sports,2022,3,18,4,22.0,22
yuzb668015990,35,4.7,23.359194,85.325447,23.489194,85.455447,Sunny,Medium,scooter ,Metropolitian ,26,Grocery,2022,3,6,6,18.0,18
eqwr881722301,26,4.9,22.75004,75.902847,22.81004,75.962847,Windy,Low,van,Metropolitian ,50,Shoes,2022,3,19,5,23.0,23
eoia060613425,23,4.8,0.0,0.0,0.02,0.02,Sunny,Low,motorcycle ,Metropolitian ,70,Toys,2022,3,26,5,9.0,9
pdoo943700009,38,4.8,12.972532,77.608179,13.022532,77.658179,Sunny,Medium,scooter ,Metropolitian ,75,Home,2022,3,5,5,17.0,18
rmag672330082,21,5.0,0.0,0.0,0.08,0.08,Cloudy,Low,motorcycle ,Metropolitian ,110,Books,2022,3,18,4,22.0,22
fzhx494774746,20,4.6,17.41233,78.449654,17.54233,78.579654,Stormy,Medium,motorcycle ,Metropolitian ,115,Home,2022,4,2,5,18.0,18
uqem540112482,29,4.7,11.016298,76.972076,11.096298,77.052076,Windy,Low,motorcycle ,Metropolitian ,95,Outdoors,2022,3,23,2,22.0,22
ehok350703437,23,4.9,11.003669,76.976494,11.043669,77.016494,Cloudy,High,motorcycle ,Metropolitian ,130,Books,2022,3,24,3,12.0,12
lofh577641265,37,4.6,22.760072,75.892574,22.830072,75.962574,Sunny,Jam,motorcycle ,Metropolitian ,110,Cosmetics,2022,3,23,2,20.0,20
yxhp782268906,30,4.2,21.160522,72.771477,21.230522,72.841477,Stormy,Jam,motorcycle ,Metropolitian ,265,Snacks,2022,3,2,2,20.0,20
ivdl368825653,20,4.9,23.353783,85.326967,23.443783,85.416967,Stormy,Jam,motorcycle ,Metropolitian ,135,Apparel,2022,3,25,4,19.0,19
llrj810528429,37,5.0,11.022298,76.998349,11.062298,77.038349,Sandstorms,High,motorcycle ,Metropolitian ,155,Pet Supplies,2022,4,1,4,13.0,13
nknm322668331,23,4.8,12.933298,77.614293,13.063298,77.744293,Fog,Medium,scooter ,Metropolitian ,125,Home,2022,4,2,5,17.0,18
wumm097085009,26,5.0,18.520016,73.830547,18.630016,73.940547,Cloudy,Medium,scooter ,Urban ,180,Outdoors,2022,4,4,0,17.0,18
elsx618923177,39,4.5,27.158822,78.045359,27.188822,78.075359,Sandstorms,Low,motorcycle ,Metropolitian ,110,Pet Supplies,2022,2,17,3,0.0,0
setf086758860,36,5.0,19.22384,72.841347,19.31384,72.931347,Sunny,Low,motorcycle ,Metropolitian ,22,Grocery,2022,3,31,3,22.0,22
lupc546684708,38,4.6,12.913041,77.683237,13.003041,77.773237,Sunny,Jam,motorcycle ,Other,85,Shoes,2022,4,2,5,19.0,19
lssr230984274,26,4.6,17.455894,78.375467,17.545894,78.465467,Windy,Low,scooter ,Urban ,75,Books,2022,3,16,2,23.0,23
kenw488403890,31,4.3,12.979096,77.640625,13.039096,77.700625,Fog,Jam,scooter ,Metropolitian ,165,Cosmetics,2022,3,21,0,19.0,19
iape966999716,26,4.8,13.064181,80.236442,13.094181,80.266442,Windy,Low,scooter ,Other,65,Jewelry,2022,3,9,2,23.0,23
dyef234498170,22,4.6,17.430448,78.418213,17.510448,78.498213,Windy,Jam,motorcycle ,Urban ,26,Grocery,2022,3,20,6,21.0,21
pjha781885462,25,4.6,19.207222,72.972281,19.267222,73.032281,Cloudy,Low,motorcycle ,Urban ,50,Kitchen,2022,3,3,3,22.0,22
eqzk621362694,22,4.8,22.761226,75.887522,22.871226,75.997522,Fog,Medium,van,Urban ,145,Electronics,2022,3,14,0,18.0,18
psdf888985702,36,5.0,17.450851,78.379347,17.500851,78.429347,Fog,Medium,motorcycle ,Urban ,150,Home,2022,3,26,5,17.0,17
uutu999451889,30,4.9,22.728163,75.884212,22.788163,75.944212,Windy,Medium,scooter ,Metropolitian ,125,Skincare,2022,3,30,2,18.0,18
kcfg825968710,23,4.8,19.207222,72.972281,19.297222,73.062281,Windy,Low,scooter ,Metropolitian ,95,Skincare,2022,3,25,4,22.0,22
yapj724270266,22,5.0,19.091458,72.827808,19.151458,72.887808,Sandstorms,Low,scooter ,Urban ,70,Outdoors,2022,3,15,1,22.0,22
damx869632734,31,4.8,23.355164,85.324097,23.445164,85.414097,Sandstorms,Low,scooter ,Metropolitian ,90,Kitchen,2022,3,10,3,22.0,23
ysgu592245273,39,4.6,19.12663,72.829976,19.18663,72.889976,Fog,Medium,motorcycle ,Urban ,95,Pet Supplies,2022,3,28,0,18.0,19
edoc808850001,21,4.8,13.066762,80.251865,13.126762,80.311865,Fog,Low,motorcycle ,Urban ,75,Snacks,2022,3,7,0,23.0,23
tvjp719379827,22,4.8,17.451976,78.385883,17.471976,78.405883,Windy,Low,scooter ,Urban ,15,Grocery,2022,3,26,5,10.0,11
ksgb288898028,20,5.0,17.429585,78.392621,17.509585,78.472621,Stormy,Jam,motorcycle ,Metropolitian ,145,Cosmetics,2022,3,25,4,20.0,20
ahnx880973216,31,4.2,17.422819,78.449578,17.452819,78.479578,Stormy,Jam,scooter ,Metropolitian ,165,Kitchen,2022,3,19,5,20.0,20
srdd552155124,22,5.0,12.352058,76.60665,12.422058,76.67665,Stormy,Jam,scooter ,Metropolitian ,80,Books,2022,4,4,0,20.0,20
godx867793599,36,4.8,12.297954,76.665169,12.317954,76.685169,Sandstorms,High,motorcycle ,Metropolitian ,130,Skincare,2022,3,21,0,11.0,11
lsll460559645,39,4.4,12.323225,76.630028,12.433225,76.740028,Cloudy,Low,motorcycle ,Metropolitian ,220,Books,2022,3,16,2,22.0,22
bmyx946459066,36,5.0,22.751234,75.88949,22.841234,75.97949,Cloudy,Jam,motorcycle ,Metropolitian ,245,Outdoors,2022,3,27,6,20.0,20
ywwk732336801,35,5.0,12.311072,76.654878,12.341072,76.684878,Fog,Low,motorcycle ,Urban ,85,Snacks,2022,4,3,6,22.0,22
ppmn523546054,21,4.6,22.751234,75.88949,22.771234,75.90949,Sunny,Low,motorcycle ,Metropolitian ,50,Skincare,2022,3,7,0,10.0,10
zrbq484664469,23,4.8,19.120083,72.907385,19.180083,72.967385,Sunny,Jam,scooter ,Metropolitian ,90,Kitchen,2022,3,26,5,21.0,21
xevb283497230,25,4.9,17.455894,78.375467,17.485894,78.405467,Cloudy,Medium,motorcycle ,Metropolitian ,85,Apparel,2022,3,28,0,17.0,18
phbu583933279,36,5.0,21.175104,72.804342,21.215104,72.844342,Windy,High,motorcycle ,Metropolitian ,140,Clothing,2022,3,17,3,13.0,13
spze782175267,34,4.9,12.299524,76.64262,12.319524,76.66262,Sunny,High,scooter ,Urban ,90,Sports,2022,3,26,5,11.0,11
pajl029120268,32,4.4,22.727021,75.884167,22.797021,75.954167,Windy,Jam,motorcycle ,Urban ,205,Pet Supplies,2022,3,31,3,21.0,22
cgjm296935496,35,4.8,13.049645,80.242268,13.139645,80.332268,Fog,Low,scooter ,Urban ,29,Grocery,2022,3,29,1,22.0,22
tdtz158038791,32,4.9,18.533811,73.899315,18.593811,73.959315,Fog,Jam,motorcycle ,Urban ,140,Clothing,2022,3,21,0,19.0,19
wisg041765269,31,4.8,11.003681,76.975525,11.053681,77.025525,Cloudy,Low,van,Metropolitian ,75,Electronics,2022,3,3,3,22.0,23
idgn928605701,34,4.6,17.429585,78.392621,17.489585,78.452621,Stormy,Medium,motorcycle ,Metropolitian ,150,Snacks,2022,4,3,6,17.0,18
nzkm153549371,33,4.1,12.284747,76.625861,12.364747,76.705861,Windy,Jam,scooter ,Metropolitian ,175,Toys,2022,3,8,1,20.0,20
qzzh184819951,37,4.6,26.921411,75.793604,27.051411,75.923604,Windy,Low,motorcycle ,Urban ,110,Apparel,2022,3,10,3,22.0,22
dwwp445080030,39,4.9,0.0,0.0,0.09,0.09,Windy,Low,scooter ,Metropolitian ,125,Home,2022,3,4,4,22.0,22
sgyh516322484,32,3.5,17.451976,78.385883,17.521976,78.455883,Sunny,Low,motorcycle ,Other,31,Grocery,2022,3,14,0,22.0,22
rukc720757832,21,4.7,12.325461,76.632278,12.355461,76.662278,Sunny,Jam,motorcycle ,Metropolitian ,55,Jewelry,2022,3,1,1,19.0,19
uumz769555811,29,4.7,12.949934,77.699386,13.059934,77.809386,Fog,Medium,motorcycle ,Urban ,160,Electronics,2022,4,4,0,17.0,18
zpsu357864033,23,4.7,11.001852,76.976268,11.091852,77.066268,Stormy,Medium,motorcycle ,Metropolitian ,125,Jewelry,2022,4,4,0,18.0,18
sjuv608226726,24,4.7,12.978453,77.643685,13.088453,77.753685,Stormy,Jam,motorcycle ,Metropolitian ,135,Books,2022,4,4,0,20.0,20
dzpe084237108,20,4.7,19.1813,72.836191,19.2913,72.946191,Cloudy,Medium,scooter ,Metropolitian ,130,Toys,2022,3,4,4,17.0,17
yqbw235917916,26,4.9,21.149569,72.772697,21.189569,72.812697,Windy,Medium,scooter ,Metropolitian ,130,Home,2022,3,24,3,16.0,16
lcqc530082480,31,5.0,23.355164,85.324097,23.465164,85.434097,Stormy,Low,motorcycle ,Other,100,Books,2022,3,12,5,22.0,22
mace914737213,34,3.5,22.311603,73.165012,22.421603,73.275012,Stormy,Jam,scooter ,Metropolitian ,205,Apparel,2022,3,18,4,19.0,19
oavp845891528,37,4.6,12.334022,76.618203,12.444022,76.728203,Fog,Medium,motorcycle ,Metropolitian ,195,Electronics,2022,3,16,2,18.0,19
uinw223692372,33,5.0,26.846156,75.8023,26.876156,75.8323,Sunny,Jam,motorcycle ,Metropolitian ,145,Shoes,2022,4,5,1,19.0,20
ocgu392277095,27,4.8,26.914142,75.805704,26.984142,75.875704,Windy,Jam,motorcycle ,Metropolitian ,140,Electronics,2022,3,29,1,20.0,21
oimz262368026,20,4.9,19.1093,72.825451,19.2393,72.955451,Stormy,Low,scooter ,Urban ,55,Outdoors,2022,3,29,1,22.0,22
pfny215922228,22,4.8,26.891191,75.802083,26.951191,75.862083,Windy,Medium,motorcycle ,Metropolitian ,120,Toys,2022,3,21,0,17.0,17
nuap896246738,28,4.6,23.39925,85.390464,23.45925,85.450464,Sandstorms,Jam,scooter ,Metropolitian ,145,Cosmetics,2022,3,26,5,19.0,20
lzwo203695061,25,4.7,19.055831,72.833984,19.165831,72.943984,Stormy,Low,motorcycle ,Metropolitian ,90,Sports,2022,4,6,2,22.0,23
rkoh752714163,26,4.6,12.933284,77.615428,12.983284,77.665428,Windy,Jam,motorcycle ,Urban ,50,Pet Supplies,2022,3,17,3,21.0,21
cnih420536414,21,4.8,0.0,0.0,0.03,0.03,Windy,Medium,scooter ,Urban ,125,Sports,2022,3,28,0,18.0,18
flmv997006866,26,4.6,0.0,0.0,0.05,0.05,Cloudy,Jam,scooter ,Metropolitian ,115,Pet Supplies,2022,3,26,5,20.0,20
mjtw849112901,37,4.9,30.332735,78.054222,30.362735,78.084222,Sandstorms,Jam,motorcycle ,Metropolitian ,230,Toys,2022,2,11,4,20.0,20
jros658644588,30,4.8,12.986047,80.218114,13.116047,80.348114,Cloudy,Medium,motorcycle ,Metropolitian ,165,Outdoors,2022,3,2,2,18.0,18
wjpk659058827,24,5.0,21.186438,72.794115,21.266438,72.874115,Cloudy,Low,scooter ,Metropolitian ,135,Books,2022,3,31,3,23.0,23
mlll236768790,39,4.7,22.310526,73.170937,22.370526,73.230937,Fog,Medium,scooter ,Metropolitian ,95,Jewelry,2022,3,26,5,18.0,18
paoe987804396,24,5.0,18.536718,73.830327,18.596719,73.890327,Windy,Low,scooter ,Metropolitian ,50,Sports,2022,3,30,2,23.0,23
jydf568678973,39,4.7,23.354422,85.3329,23.394422,85.3729,Windy,Medium,motorcycle ,Urban ,130,Outdoors,2022,3,28,0,16.0,16
fyco292409289,31,4.3,12.934365,77.616155,12.974365,77.656155,Cloudy,High,motorcycle ,Metropolitian ,185,Clothing,2022,3,19,5,12.0,12
tkdg808210430,35,4.5,19.254567,72.848923,19.364567,72.958923,Sandstorms,Jam,motorcycle ,Metropolitian ,135,Kitchen,2022,3,16,2,19.0,19
